W,L,H,Er,Cond,T,TanD
0.000294,0.000796,9.3e-05,11.5,60000000.0,5e-07,0.001
0.000265,0.000823,0.000265,11.5,60000000.0,5e-07,0.001
0.00427,0.000936,0.000214,9.0,60000000.0,5e-07,0.001
0.000206,0.000817,8.2e-05,9.5,60000000.0,5e-07,0.001
0.000553,0.00039,0.000175,10.0,60000000.0,5e-07,0.001
0.00137,0.000179,0.000137,10.0,60000000.0,5e-07,0.001
7.3e-05,0.000862,5.8e-05,9.0,60000000.0,5e-07,0.001
0.0064,0.000675,6.4e-05,12.5,60000000.0,5e-07,0.001
0.00276,0.000474,0.000219,10.0,60000000.0,5e-07,0.001
1.15e-05,0.000828,0.000289,11.0,60000000.0,5e-07,0.001
0.000628,0.000858,0.00025,11.5,60000000.0,5e-07,0.001
0.00252,0.000276,0.000252,14.0,60000000.0,5e-07,0.001
0.000423,0.000546,0.000267,9.5,60000000.0,5e-07,0.001
1.56e-05,0.000959,0.000247,9.5,60000000.0,5e-07,0.001
1.64e-06,0.000642,8.2e-05,10.5,60000000.0,5e-07,0.001
3.67e-05,5.6e-05,0.000146,13.0,60000000.0,5e-07,0.001
6.5e-07,0.000895,6.5e-05,9.5,60000000.0,5e-07,0.001
0.0082,0.000142,0.00013,10.5,60000000.0,5e-07,0.001
0.0122,2e-05,0.000243,10.5,60000000.0,5e-07,0.001
0.0174,0.000248,0.000219,13.5,60000000.0,5e-07,0.001
5.19e-06,0.000668,0.00026,13.0,60000000.0,5e-07,0.001
1.93e-05,0.00054,0.000153,14.0,60000000.0,5e-07,0.001
6.91e-05,0.000558,8.7e-05,12.5,60000000.0,5e-07,0.001
6.31e-05,0.000366,0.000126,14.0,60000000.0,5e-07,0.001
1.16e-05,0.000504,0.000231,9.0,60000000.0,5e-07,0.001
0.00121,8.2e-05,9.6e-05,10.5,60000000.0,5e-07,0.001
0.000148,0.000436,0.000186,11.5,60000000.0,5e-07,0.001
5.9e-06,0.000868,5.9e-05,12.0,60000000.0,5e-07,0.001
1.93e-06,0.000277,0.000122,10.0,60000000.0,5e-07,0.001
8.76e-05,0.000799,0.000277,11.5,60000000.0,5e-07,0.001
3.77e-06,0.000193,0.000238,9.5,60000000.0,5e-07,0.001
0.000525,0.00091,0.000209,14.0,60000000.0,5e-07,0.001
0.00335,0.000931,0.000168,13.5,60000000.0,5e-07,0.001
0.00708,0.000593,0.000282,10.0,60000000.0,5e-07,0.001
0.000239,0.000479,0.00019,11.0,60000000.0,5e-07,0.001
0.0037,0.000481,9.3e-05,10.5,60000000.0,5e-07,0.001
6.13e-06,0.000123,0.000194,13.0,60000000.0,5e-07,0.001
7.81e-05,0.000216,0.000247,12.0,60000000.0,5e-07,0.001
0.0279,0.000856,0.000279,14.0,60000000.0,5e-07,0.001
6.56e-05,0.000418,0.000261,11.0,60000000.0,5e-07,0.001
0.000113,0.00043,0.000113,10.5,60000000.0,5e-07,0.001
2.92e-05,0.000595,0.000232,13.5,60000000.0,5e-07,0.001
0.00277,0.000846,0.000277,9.0,60000000.0,5e-07,0.001
0.000196,0.000187,9.8e-05,11.5,60000000.0,5e-07,0.001
1.55e-06,0.000491,0.000155,11.0,60000000.0,5e-07,0.001
3.47e-05,0.0001,0.000219,13.5,60000000.0,5e-07,0.001
0.000279,0.000437,0.000279,13.5,60000000.0,5e-07,0.001
0.000641,0.000643,0.000255,9.5,60000000.0,5e-07,0.001
0.00987,0.000191,0.000197,9.0,60000000.0,5e-07,0.001
0.00707,0.000561,8.9e-05,10.5,60000000.0,5e-07,0.001
0.00101,0.000304,0.000201,10.0,60000000.0,5e-07,0.001
0.00164,9.9e-05,0.00026,11.0,60000000.0,5e-07,0.001
0.00083,0.00056,8.3e-05,10.5,60000000.0,5e-07,0.001
6.04e-06,0.00043,0.000191,9.5,60000000.0,5e-07,0.001
0.00103,0.000615,0.000258,12.0,60000000.0,5e-07,0.001
0.0043,0.000734,0.000171,12.0,60000000.0,5e-07,0.001
3.86e-05,7e-05,9.7e-05,10.5,60000000.0,5e-07,0.001
0.0104,0.00082,0.000165,10.0,60000000.0,5e-07,0.001
2.75e-05,0.000698,0.000138,13.5,60000000.0,5e-07,0.001
9.98e-05,0.000713,5e-05,10.0,60000000.0,5e-07,0.001
0.017,0.000198,0.000269,12.5,60000000.0,5e-07,0.001
2.93e-05,0.000952,0.000293,12.5,60000000.0,5e-07,0.001
0.000218,0.000365,0.000275,14.0,60000000.0,5e-07,0.001
1.98e-05,5.5e-05,0.000125,13.0,60000000.0,5e-07,0.001
0.000788,0.000578,0.000198,14.0,60000000.0,5e-07,0.001
7e-05,0.000938,7e-05,10.5,60000000.0,5e-07,0.001
2.29e-06,0.000714,9.1e-05,13.5,60000000.0,5e-07,0.001
0.00447,0.000338,0.000282,10.5,60000000.0,5e-07,0.001
0.00585,0.000204,0.000185,9.5,60000000.0,5e-07,0.001
0.000384,0.000158,0.000153,10.5,60000000.0,5e-07,0.001
7.51e-05,0.000947,0.000119,12.0,60000000.0,5e-07,0.001
0.0224,5.5e-05,0.000224,13.0,60000000.0,5e-07,0.001
5.55e-06,0.000263,8.8e-05,10.0,60000000.0,5e-07,0.001
0.00014,0.000713,0.000111,13.5,60000000.0,5e-07,0.001
5.9e-06,0.000598,0.000235,13.5,60000000.0,5e-07,0.001
2.59e-05,0.000512,6.5e-05,9.0,60000000.0,5e-07,0.001
0.00056,0.000537,5.6e-05,12.5,60000000.0,5e-07,0.001
0.0148,0.000471,0.000295,12.0,60000000.0,5e-07,0.001
3.45e-06,0.0002,0.000274,11.5,60000000.0,5e-07,0.001
6.93e-05,1.1e-05,0.000276,9.0,60000000.0,5e-07,0.001
7.18e-06,0.000736,0.000227,13.0,60000000.0,5e-07,0.001
1.05e-05,0.000571,0.000167,12.5,60000000.0,5e-07,0.001
0.000351,0.000373,0.000279,13.0,60000000.0,5e-07,0.001
2.04e-05,0.000166,0.000102,13.5,60000000.0,5e-07,0.001
0.00857,0.000653,0.000271,10.0,60000000.0,5e-07,0.001
4.59e-06,0.000764,0.00023,11.0,60000000.0,5e-07,0.001
0.000342,0.000287,8.6e-05,11.5,60000000.0,5e-07,0.001
0.00565,0.000234,0.000142,10.0,60000000.0,5e-07,0.001
6.5e-06,0.000663,0.000103,9.0,60000000.0,5e-07,0.001
6.66e-05,0.000454,0.000265,14.0,60000000.0,5e-07,0.001
3.97e-05,0.000742,5e-05,11.5,60000000.0,5e-07,0.001
8.76e-06,0.00091,0.000277,9.5,60000000.0,5e-07,0.001
0.00445,0.000382,0.000223,9.5,60000000.0,5e-07,0.001
5.03e-05,0.000619,0.000159,13.0,60000000.0,5e-07,0.001
1.28e-05,0.000371,5.1e-05,14.0,60000000.0,5e-07,0.001
0.00327,0.000846,0.00013,11.0,60000000.0,5e-07,0.001
1.34e-05,0.000387,0.000169,11.0,60000000.0,5e-07,0.001
0.000706,0.000217,0.000281,10.0,60000000.0,5e-07,0.001
5.35e-05,0.000639,0.000268,14.0,60000000.0,5e-07,0.001
0.000306,2.2e-05,0.000122,10.5,60000000.0,5e-07,0.001
0.000195,0.000605,0.000123,11.0,60000000.0,5e-07,0.001
1.8e-06,0.000722,9e-05,9.0,60000000.0,5e-07,0.001
0.000321,0.000154,6.4e-05,11.5,60000000.0,5e-07,0.001
0.000814,8.8e-05,0.000129,13.5,60000000.0,5e-07,0.001
0.000202,0.000334,0.000202,9.5,60000000.0,5e-07,0.001
0.00566,0.000492,0.000113,13.0,60000000.0,5e-07,0.001
0.0107,0.000617,0.000268,12.5,60000000.0,5e-07,0.001
0.000146,0.00093,0.000116,12.0,60000000.0,5e-07,0.001
0.000417,0.000235,0.000263,12.0,60000000.0,5e-07,0.001
3.53e-06,0.000319,0.000177,10.0,60000000.0,5e-07,0.001
0.00126,8.4e-05,6.3e-05,11.5,60000000.0,5e-07,0.001
0.000161,0.00099,0.000161,12.5,60000000.0,5e-07,0.001
9.15e-06,8.4e-05,0.000145,12.5,60000000.0,5e-07,0.001
8.37e-05,3e-06,0.000167,9.0,60000000.0,5e-07,0.001
1.68e-05,0.000683,0.000212,11.5,60000000.0,5e-07,0.001
0.00784,0.000663,0.000248,11.5,60000000.0,5e-07,0.001
2.56e-06,0.00068,8.1e-05,10.0,60000000.0,5e-07,0.001
0.0167,0.000793,0.000264,12.0,60000000.0,5e-07,0.001
4.46e-06,0.000305,8.9e-05,14.0,60000000.0,5e-07,0.001
0.00493,0.00071,0.000247,12.0,60000000.0,5e-07,0.001
0.000168,0.000374,0.000267,11.0,60000000.0,5e-07,0.001
0.00553,0.000701,0.000175,12.0,60000000.0,5e-07,0.001
9.57e-05,0.000869,7.6e-05,9.0,60000000.0,5e-07,0.001
4.66e-05,2.3e-05,9.3e-05,13.0,60000000.0,5e-07,0.001
9.5e-07,0.000963,9.5e-05,11.5,60000000.0,5e-07,0.001
0.000146,0.000541,9.2e-05,10.5,60000000.0,5e-07,0.001
1.27e-05,0.00067,8e-05,11.5,60000000.0,5e-07,0.001
1.91e-06,0.00072,0.000152,9.0,60000000.0,5e-07,0.001
0.000585,0.00093,0.000147,9.5,60000000.0,5e-07,0.001
2.71e-06,0.000254,0.000271,11.5,60000000.0,5e-07,0.001
1.53e-05,0.000428,0.000243,12.0,60000000.0,5e-07,0.001
0.0019,0.000207,0.00012,11.5,60000000.0,5e-07,0.001
0.00148,0.000323,0.000148,11.0,60000000.0,5e-07,0.001
0.000235,0.000219,0.000118,10.5,60000000.0,5e-07,0.001
0.000638,0.000545,0.000254,10.0,60000000.0,5e-07,0.001
6.01e-05,0.000793,0.00012,9.5,60000000.0,5e-07,0.001
0.0195,0.000603,0.000246,12.0,60000000.0,5e-07,0.001
1.02e-05,0.000251,0.000257,13.0,60000000.0,5e-07,0.001
2.71e-06,0.000143,0.000215,13.5,60000000.0,5e-07,0.001
2.29e-06,0.00095,0.000229,11.5,60000000.0,5e-07,0.001
0.00103,0.000968,0.000206,10.5,60000000.0,5e-07,0.001
3.2e-06,0.000285,0.000202,10.0,60000000.0,5e-07,0.001
5.4e-05,0.000824,0.000215,13.5,60000000.0,5e-07,0.001
2.33e-06,0.000455,0.000117,12.5,60000000.0,5e-07,0.001
1.42e-05,0.000393,0.000283,9.5,60000000.0,5e-07,0.001
8.03e-06,0.000826,0.000254,11.0,60000000.0,5e-07,0.001
0.000132,1.9e-05,0.000264,12.5,60000000.0,5e-07,0.001
8.08e-06,0.000459,0.000128,11.5,60000000.0,5e-07,0.001
0.000357,0.000231,0.000113,10.0,60000000.0,5e-07,0.001
0.00291,6.4e-05,0.000116,11.5,60000000.0,5e-07,0.001
5.41e-05,0.000446,0.000108,13.5,60000000.0,5e-07,0.001
0.0111,0.000583,0.000221,10.5,60000000.0,5e-07,0.001
2.87e-06,0.000407,7.2e-05,9.0,60000000.0,5e-07,0.001
0.000303,0.000988,0.000191,10.5,60000000.0,5e-07,0.001
1.59e-05,0.000539,0.000252,11.0,60000000.0,5e-07,0.001
0.00158,4.4e-05,0.00025,11.5,60000000.0,5e-07,0.001
0.000101,0.00055,0.000201,9.0,60000000.0,5e-07,0.001
7.47e-06,0.000434,9.4e-05,9.5,60000000.0,5e-07,0.001
9.97e-05,0.000932,0.000158,9.5,60000000.0,5e-07,0.001
1.9e-05,0.000188,0.00012,13.0,60000000.0,5e-07,0.001
1.65e-05,0.000708,0.000261,11.0,60000000.0,5e-07,0.001
0.000701,0.000742,0.000279,13.5,60000000.0,5e-07,0.001
3.06e-05,0.000563,0.000122,10.0,60000000.0,5e-07,0.001
8.43e-07,0.000602,6.7e-05,11.5,60000000.0,5e-07,0.001
4.27e-06,0.001,0.00017,10.5,60000000.0,5e-07,0.001
2.96e-05,0.000566,0.000118,9.5,60000000.0,5e-07,0.001
0.00786,0.000595,9.9e-05,13.5,60000000.0,5e-07,0.001
2.51e-06,0.000796,5e-05,11.0,60000000.0,5e-07,0.001
0.00117,0.000435,0.000147,9.5,60000000.0,5e-07,0.001
0.00371,6.4e-05,0.000234,12.0,60000000.0,5e-07,0.001
2.01e-06,0.000613,8e-05,9.0,60000000.0,5e-07,0.001
1.96e-06,0.000878,6.2e-05,13.0,60000000.0,5e-07,0.001
1.71e-05,0.000369,0.000136,11.5,60000000.0,5e-07,0.001
1.81e-06,0.000571,0.000181,11.5,60000000.0,5e-07,0.001
0.000101,0.000312,8e-05,13.5,60000000.0,5e-07,0.001
0.0085,0.000122,8.5e-05,9.5,60000000.0,5e-07,0.001
1.22e-06,0.000775,7.7e-05,12.0,60000000.0,5e-07,0.001
0.000963,0.000589,0.000242,13.5,60000000.0,5e-07,0.001
5.4e-05,0.000892,0.000215,11.0,60000000.0,5e-07,0.001
0.016,0.000286,0.000253,12.0,60000000.0,5e-07,0.001
3.43e-05,0.000282,0.000172,11.5,60000000.0,5e-07,0.001
0.00217,0.000544,0.000172,13.5,60000000.0,5e-07,0.001
1.24e-05,0.00041,0.000196,12.0,60000000.0,5e-07,0.001
0.00557,0.000423,0.000279,13.0,60000000.0,5e-07,0.001
0.00382,0.000867,0.000241,14.0,60000000.0,5e-07,0.001
1.16e-05,0.00015,7.3e-05,14.0,60000000.0,5e-07,0.001
0.018,0.000706,0.000286,13.0,60000000.0,5e-07,0.001
8.16e-05,0.000883,0.000258,11.5,60000000.0,5e-07,0.001
2.39e-06,0.000787,0.00012,10.0,60000000.0,5e-07,0.001
0.0045,0.000773,0.000113,11.5,60000000.0,5e-07,0.001
1.46e-05,0.000933,0.000116,11.0,60000000.0,5e-07,0.001
0.00019,0.000616,0.00019,9.5,60000000.0,5e-07,0.001
0.0117,0.000461,0.000293,12.0,60000000.0,5e-07,0.001
0.00979,0.00053,0.000246,9.0,60000000.0,5e-07,0.001
0.00299,0.000174,0.000299,13.5,60000000.0,5e-07,0.001
0.000291,0.000206,0.000146,10.5,60000000.0,5e-07,0.001
4.17e-05,0.000193,0.000263,9.5,60000000.0,5e-07,0.001
8.47e-06,3.6e-05,0.000268,10.5,60000000.0,5e-07,0.001
0.00921,0.000631,0.000116,12.5,60000000.0,5e-07,0.001
8.8e-06,0.000892,0.000221,11.5,60000000.0,5e-07,0.001
7.29e-05,0.000307,0.000183,9.0,60000000.0,5e-07,0.001
0.00203,0.00028,0.000255,14.0,60000000.0,5e-07,0.001
2.78e-05,0.000106,0.000278,9.5,60000000.0,5e-07,0.001
0.016,0.000348,0.00016,12.5,60000000.0,5e-07,0.001
0.00912,0.000927,0.000182,11.0,60000000.0,5e-07,0.001
0.000146,0.000222,0.000116,11.5,60000000.0,5e-07,0.001
2.39e-06,6.7e-05,0.000239,11.0,60000000.0,5e-07,0.001
3.41e-05,0.000827,0.000171,12.0,60000000.0,5e-07,0.001
2.99e-05,0.00097,7.5e-05,14.0,60000000.0,5e-07,0.001
4.46e-06,9.5e-05,0.000141,11.5,60000000.0,5e-07,0.001
2.79e-05,0.000404,0.000111,13.0,60000000.0,5e-07,0.001
2.81e-06,0.000275,5.6e-05,14.0,60000000.0,5e-07,0.001
0.000127,0.000825,0.000127,12.0,60000000.0,5e-07,0.001
0.0151,0.000633,0.000151,14.0,60000000.0,5e-07,0.001
6.99e-05,0.000264,8.8e-05,12.0,60000000.0,5e-07,0.001
0.000197,0.000275,0.000197,14.0,60000000.0,5e-07,0.001
0.000481,0.000136,9.6e-05,11.0,60000000.0,5e-07,0.001
0.0178,0.000752,0.000178,11.5,60000000.0,5e-07,0.001
0.00255,0.000656,0.000128,9.5,60000000.0,5e-07,0.001
3.78e-05,0.000852,0.0003,11.5,60000000.0,5e-07,0.001
0.019,0.00047,0.00019,9.5,60000000.0,5e-07,0.001
4.18e-06,0.000542,0.000264,13.0,60000000.0,5e-07,0.001
2.34e-06,0.0002,0.000234,11.5,60000000.0,5e-07,0.001
9.53e-05,0.000596,0.000151,9.5,60000000.0,5e-07,0.001
0.00359,0.000893,0.00018,9.0,60000000.0,5e-07,0.001
1.54e-06,0.000268,0.000154,13.0,60000000.0,5e-07,0.001
0.00214,8e-06,0.000214,13.0,60000000.0,5e-07,0.001
3.97e-05,0.000211,0.000199,11.5,60000000.0,5e-07,0.001
0.00437,0.000151,5.5e-05,12.0,60000000.0,5e-07,0.001
0.0168,0.000609,0.000168,9.5,60000000.0,5e-07,0.001
0.000167,0.000626,0.000265,12.5,60000000.0,5e-07,0.001
0.0142,0.000491,0.000142,13.0,60000000.0,5e-07,0.001
6.42e-06,0.000321,0.000203,12.0,60000000.0,5e-07,0.001
0.000851,0.000416,0.000269,12.0,60000000.0,5e-07,0.001
2.27e-05,0.000837,0.000286,13.0,60000000.0,5e-07,0.001
0.0148,0.000457,0.000295,13.0,60000000.0,5e-07,0.001
1.41e-06,0.000861,0.000112,9.0,60000000.0,5e-07,0.001
1.96e-06,0.000777,0.000156,10.5,60000000.0,5e-07,0.001
0.0163,0.000132,0.000259,9.0,60000000.0,5e-07,0.001
0.00258,0.00093,0.000205,14.0,60000000.0,5e-07,0.001
0.00848,0.000187,0.000213,11.0,60000000.0,5e-07,0.001
0.000547,0.000501,0.000274,14.0,60000000.0,5e-07,0.001
0.000658,0.000342,0.000208,12.5,60000000.0,5e-07,0.001
6.85e-06,0.000289,0.000172,9.5,60000000.0,5e-07,0.001
0.00315,0.000812,5e-05,10.0,60000000.0,5e-07,0.001
4.08e-06,8.1e-05,0.000129,11.5,60000000.0,5e-07,0.001
0.000387,0.000235,0.000194,12.0,60000000.0,5e-07,0.001
0.00481,0.000265,0.000241,11.0,60000000.0,5e-07,0.001
0.00717,0.000722,0.00018,13.5,60000000.0,5e-07,0.001
0.00107,0.000605,0.000135,13.5,60000000.0,5e-07,0.001
9.19e-07,0.000889,7.3e-05,13.5,60000000.0,5e-07,0.001
9.04e-06,7.4e-05,0.000286,12.5,60000000.0,5e-07,0.001
2.29e-06,5.1e-05,0.000182,14.0,60000000.0,5e-07,0.001
3.38e-06,0.000854,0.000213,9.0,60000000.0,5e-07,0.001
2.3e-05,0.000389,0.000145,12.5,60000000.0,5e-07,0.001
0.00151,0.000208,6e-05,12.0,60000000.0,5e-07,0.001
0.0175,0.000599,0.000277,13.5,60000000.0,5e-07,0.001
0.0124,0.000631,0.000196,11.0,60000000.0,5e-07,0.001
0.0125,0.000244,0.000198,9.0,60000000.0,5e-07,0.001
6.63e-05,0.000262,0.000264,10.5,60000000.0,5e-07,0.001
0.00246,0.000509,9.8e-05,13.5,60000000.0,5e-07,0.001
2.42e-05,0.000628,0.000153,12.5,60000000.0,5e-07,0.001
0.00361,0.0009,0.000287,14.0,60000000.0,5e-07,0.001
0.000107,0.000237,0.000214,9.0,60000000.0,5e-07,0.001
5.4e-05,0.000803,0.000215,11.0,60000000.0,5e-07,0.001
0.00653,0.000209,0.000164,11.0,60000000.0,5e-07,0.001
0.000178,0.000679,7.1e-05,12.0,60000000.0,5e-07,0.001
3.1e-06,0.000575,9.8e-05,14.0,60000000.0,5e-07,0.001
0.00137,0.000125,0.000274,12.0,60000000.0,5e-07,0.001
0.000122,0.000526,0.000194,11.5,60000000.0,5e-07,0.001
4.72e-06,0.000551,0.000188,13.5,60000000.0,5e-07,0.001
0.000696,0.000275,0.000277,11.5,60000000.0,5e-07,0.001
0.00341,0.00015,0.000171,9.0,60000000.0,5e-07,0.001
0.000289,0.000194,0.000145,11.5,60000000.0,5e-07,0.001
0.00313,0.00098,9.9e-05,14.0,60000000.0,5e-07,0.001
8.1e-06,0.000739,0.000256,11.5,60000000.0,5e-07,0.001
0.000448,0.000177,7.1e-05,11.5,60000000.0,5e-07,0.001
6.12e-06,0.000369,9.7e-05,11.5,60000000.0,5e-07,0.001
0.000123,0.000222,0.000246,11.5,60000000.0,5e-07,0.001
0.0101,0.000971,0.000254,11.0,60000000.0,5e-07,0.001
3.4e-06,0.000197,0.00027,12.0,60000000.0,5e-07,0.001
0.000174,0.000109,0.000174,10.5,60000000.0,5e-07,0.001
0.0117,0.000195,0.000293,9.5,60000000.0,5e-07,0.001
0.0127,0.00085,0.000253,13.0,60000000.0,5e-07,0.001
4.65e-05,0.00031,0.000185,12.5,60000000.0,5e-07,0.001
1.06e-05,0.000309,0.000134,13.5,60000000.0,5e-07,0.001
1.12e-05,0.000829,0.000223,9.5,60000000.0,5e-07,0.001
0.00681,0.000456,0.000171,14.0,60000000.0,5e-07,0.001
0.00011,0.000663,0.000174,13.5,60000000.0,5e-07,0.001
0.0186,0.000699,0.000234,10.5,60000000.0,5e-07,0.001
0.00372,0.000692,0.000235,9.0,60000000.0,5e-07,0.001
1e-05,0.000458,0.000126,9.0,60000000.0,5e-07,0.001
2.97e-06,0.000424,0.000149,12.5,60000000.0,5e-07,0.001
0.000123,0.000441,0.000195,10.0,60000000.0,5e-07,0.001
2.59e-06,0.000879,0.00013,11.5,60000000.0,5e-07,0.001
0.00256,9.3e-05,8.1e-05,9.0,60000000.0,5e-07,0.001
2.71e-05,0.000782,0.000108,13.0,60000000.0,5e-07,0.001
9.3e-06,0.000956,0.000294,9.5,60000000.0,5e-07,0.001
0.000549,0.000186,0.000275,12.0,60000000.0,5e-07,0.001
8.38e-05,0.000766,0.000265,11.5,60000000.0,5e-07,0.001
5.06e-06,0.000562,0.00016,11.0,60000000.0,5e-07,0.001
0.00262,0.000519,0.000165,10.5,60000000.0,5e-07,0.001
3.64e-06,0.000944,0.000145,10.0,60000000.0,5e-07,0.001
1.93e-05,0.000651,0.000122,13.5,60000000.0,5e-07,0.001
0.0117,0.000934,0.000294,9.5,60000000.0,5e-07,0.001
2.2e-05,0.000155,0.000139,9.5,60000000.0,5e-07,0.001
0.000138,8.4e-05,0.000275,9.0,60000000.0,5e-07,0.001
2.76e-05,0.000263,0.00011,14.0,60000000.0,5e-07,0.001
5.41e-05,0.00065,0.000171,9.5,60000000.0,5e-07,0.001
3.36e-06,0.00083,0.000267,12.0,60000000.0,5e-07,0.001
0.0288,0.000841,0.000288,9.0,60000000.0,5e-07,0.001
0.00162,0.000909,8.1e-05,13.5,60000000.0,5e-07,0.001
5.5e-05,0.000892,0.000174,10.0,60000000.0,5e-07,0.001
2.79e-06,0.000584,7e-05,12.0,60000000.0,5e-07,0.001
0.00207,9e-06,5.2e-05,10.0,60000000.0,5e-07,0.001
4.16e-06,0.000428,8.3e-05,11.0,60000000.0,5e-07,0.001
0.0081,0.000411,8.1e-05,10.0,60000000.0,5e-07,0.001
0.00921,0.000113,0.000146,14.0,60000000.0,5e-07,0.001
0.000431,0.000141,0.000216,13.0,60000000.0,5e-07,0.001
4.29e-05,0.00019,0.000215,12.0,60000000.0,5e-07,0.001
6.2e-06,0.000285,0.000196,10.0,60000000.0,5e-07,0.001
0.014,0.000362,0.000222,10.0,60000000.0,5e-07,0.001
0.000102,0.000504,0.000256,12.0,60000000.0,5e-07,0.001
6.74e-05,0.000635,0.000213,11.5,60000000.0,5e-07,0.001
1.15e-05,0.000787,0.000182,9.5,60000000.0,5e-07,0.001
3.24e-05,0.000265,0.000129,13.0,60000000.0,5e-07,0.001
9.29e-05,8e-05,0.000117,12.0,60000000.0,5e-07,0.001
3.64e-06,0.00083,0.000289,12.0,60000000.0,5e-07,0.001
1.13e-05,6e-06,0.000283,10.5,60000000.0,5e-07,0.001
0.00259,0.000167,0.000103,11.5,60000000.0,5e-07,0.001
0.0069,0.000918,6.9e-05,13.5,60000000.0,5e-07,0.001
6.26e-05,0.000132,0.000198,9.5,60000000.0,5e-07,0.001
5.12e-06,0.00042,0.000162,11.0,60000000.0,5e-07,0.001
0.00648,0.000598,0.000258,12.0,60000000.0,5e-07,0.001
0.00197,0.000213,0.000197,12.5,60000000.0,5e-07,0.001
0.00442,0.000505,0.000279,10.5,60000000.0,5e-07,0.001
0.000124,0.000727,0.000197,14.0,60000000.0,5e-07,0.001
1.48e-05,0.000709,0.000296,11.0,60000000.0,5e-07,0.001
2.51e-05,0.000669,0.0001,12.0,60000000.0,5e-07,0.001
4.17e-06,0.000552,0.000263,13.0,60000000.0,5e-07,0.001
0.0129,0.000723,0.000129,13.0,60000000.0,5e-07,0.001
9.04e-06,0.000428,0.000227,9.0,60000000.0,5e-07,0.001
0.000231,0.000325,9.2e-05,12.0,60000000.0,5e-07,0.001
5.41e-06,4.8e-05,0.000271,11.0,60000000.0,5e-07,0.001
2.39e-06,4.9e-05,9.5e-05,12.5,60000000.0,5e-07,0.001
6.78e-05,0.000754,0.00027,9.5,60000000.0,5e-07,0.001
0.00555,0.000655,0.000221,11.5,60000000.0,5e-07,0.001
0.000526,0.000335,0.000132,12.5,60000000.0,5e-07,0.001
0.00731,0.000804,9.2e-05,14.0,60000000.0,5e-07,0.001
0.00738,0.000715,0.000117,13.0,60000000.0,5e-07,0.001
5.37e-05,0.000948,0.000269,13.0,60000000.0,5e-07,0.001
4.85e-06,0.000349,0.000193,12.0,60000000.0,5e-07,0.001
0.00183,0.000317,0.000145,13.0,60000000.0,5e-07,0.001
6.04e-06,0.000618,0.000191,10.0,60000000.0,5e-07,0.001
0.000102,0.000771,0.000255,9.5,60000000.0,5e-07,0.001
0.000699,0.000263,0.000221,12.5,60000000.0,5e-07,0.001
2.38e-05,0.000672,0.000189,9.0,60000000.0,5e-07,0.001
0.000633,0.000749,0.000159,12.5,60000000.0,5e-07,0.001
4.72e-05,0.000116,0.000188,13.0,60000000.0,5e-07,0.001
0.00649,0.000246,0.000163,10.0,60000000.0,5e-07,0.001
9.21e-05,0.000231,0.000146,9.0,60000000.0,5e-07,0.001
0.0081,0.000344,8.1e-05,12.0,60000000.0,5e-07,0.001
0.0112,0.000497,0.000141,13.0,60000000.0,5e-07,0.001
0.0119,0.000839,0.0003,9.5,60000000.0,5e-07,0.001
0.00503,0.0005,0.000252,10.0,60000000.0,5e-07,0.001
0.000708,0.00013,0.000224,13.0,60000000.0,5e-07,0.001
2.03e-05,0.000671,0.000255,13.5,60000000.0,5e-07,0.001
0.023,6.9e-05,0.00029,13.0,60000000.0,5e-07,0.001
0.00018,0.000998,0.000286,12.5,60000000.0,5e-07,0.001
4.66e-06,0.000493,0.000294,13.5,60000000.0,5e-07,0.001
3.83e-05,0.000795,0.000192,11.5,60000000.0,5e-07,0.001
6.91e-05,0.000857,0.000275,11.0,60000000.0,5e-07,0.001
2.39e-05,0.000511,9.5e-05,11.5,60000000.0,5e-07,0.001
0.000466,0.000569,0.000117,11.5,60000000.0,5e-07,0.001
0.000162,0.000667,0.000257,13.0,60000000.0,5e-07,0.001
0.0169,0.000632,0.000213,10.0,60000000.0,5e-07,0.001
0.00189,0.000546,0.00015,11.5,60000000.0,5e-07,0.001
0.00087,0.000958,8.7e-05,9.5,60000000.0,5e-07,0.001
0.00182,0.000355,0.000115,12.0,60000000.0,5e-07,0.001
0.0037,3.1e-05,0.000117,9.5,60000000.0,5e-07,0.001
0.000268,2.6e-05,0.000169,14.0,60000000.0,5e-07,0.001
4.02e-05,0.000221,0.000101,9.0,60000000.0,5e-07,0.001
1.55e-05,0.000864,0.000155,10.0,60000000.0,5e-07,0.001
0.000244,0.000751,9.7e-05,10.0,60000000.0,5e-07,0.001
1.04e-05,0.000903,0.00026,13.0,60000000.0,5e-07,0.001
0.000164,0.000504,0.000207,14.0,60000000.0,5e-07,0.001
0.0122,0.000749,0.000122,11.0,60000000.0,5e-07,0.001
6e-06,0.000146,0.000239,9.0,60000000.0,5e-07,0.001
7.78e-05,0.00035,0.000246,11.5,60000000.0,5e-07,0.001
0.00702,0.000168,0.000222,13.5,60000000.0,5e-07,0.001
0.0059,0.000616,0.000235,13.0,60000000.0,5e-07,0.001
0.00375,0.000309,0.000298,13.0,60000000.0,5e-07,0.001
0.00933,0.000806,0.000295,14.0,60000000.0,5e-07,0.001
6.41e-06,0.000351,0.000255,11.0,60000000.0,5e-07,0.001
0.000446,0.000206,0.000112,10.0,60000000.0,5e-07,0.001
